name,dataset,default,knn-fft,knn-naive
TSSB,Herring,0.00022,0.00036,0.00596
TSSB,MiddlePhalanxTW,0.00022,0.00041,0.00651
TSSB,ShapeletSim,0.00022,0.0003,0.00376
TSSB,UMD,0.00022,0.00029,0.00215
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_X-Acc,36.032230000000006,183.11872000000002,2931.0123099999996
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_Y-Acc,35.04984000000001,216.83719999999997,3044.8797
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_Z-Acc,35.24710000000001,452.18075,2924.8203
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_X-Gyro,34.927820000000004,93.17708000000002,2186.00987
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_Y-Gyro,33.79894,92.26377,3079.0842499999994
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_Z-Gyro,34.08377,92.45152999999999,2928.19025
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_X-Mag,34.71209,444.5696,1571.91312
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_Y-Mag,33.65561,451.22259,3181.6702700000005
PAMAP,PAMAP_Indoor_Subject1_IMU_Shoe_Z-Mag,32.60672,86.49208,1534.8069000000003
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_X-Acc,36.51074,197.09593000000004,1575.9982300000001
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_Y-Acc,36.808060000000005,199.42186,3200.4334100000005
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_Z-Acc,37.30461,123.3693,3140.75659
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_X-Gyro,36.0446,100.94577000000001,1519.74787
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_Y-Gyro,35.85212,232.74443,2255.1906700000004
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_Z-Gyro,35.860479999999995,198.54785999999996,1499.37653
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_X-Mag,35.3356,476.40668,3139.6337100000005
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_Y-Mag,34.693529999999996,398.05708999999996,3232.2269299999994
PAMAP,PAMAP_Indoor_Subject2_IMU_Shoe_Z-Mag,35.07873,109.34258,1558.8810100000003
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_X-Acc,35.707249999999995,95.29728999999998,3157.5440500000004
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_Y-Acc,35.66294,465.99968000000007,2972.91979
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_Z-Acc,34.583940000000005,465.83349999999996,1469.48061
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_X-Gyro,36.202,228.13627000000002,1486.8886599999998
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_Y-Gyro,35.73452,187.48713000000004,1472.3097900000002
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_Z-Gyro,37.00935,190.28598,3086.7029199999997
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_X-Mag,36.376369999999994,118.60289999999998,3019.39771
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_Y-Mag,34.20863,114.48051,3363.10124
PAMAP,PAMAP_Indoor_Subject3_IMU_Shoe_Z-Mag,33.08213,362.27652,3298.17146
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_X-Acc,29.827259999999995,295.06846,2324.9501699999996
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_Y-Acc,30.093090000000004,296.53516,1190.47557
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_Z-Acc,29.723139999999997,294.93161,2357.20839
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_X-Gyro,29.6537,302.60371000000004,2582.28739
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_Y-Gyro,30.10416,292.4087,2607.3002699999997
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_Z-Gyro,30.486230000000003,297.17942999999997,2415.91006
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_X-Mag,29.492870000000003,302.81302000000005,1139.9314000000002
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_Y-Mag,30.202619999999996,300.30086,2625.28838
PAMAP,PAMAP_Indoor_Subject4_IMU_Shoe_Z-Mag,29.53675,295.92301999999995,1130.8039999999999
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_X-Acc,37.362190000000005,486.14552999999995,3356.4391099999993
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_Y-Acc,38.562279999999994,157.54757,1724.84173
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_Z-Acc,39.3983,125.33816999999999,3134.8339900000005
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_X-Gyro,37.37395,125.94287,1578.9726899999996
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_Y-Gyro,36.973819999999996,198.84292,1566.41601
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_Z-Gyro,37.919380000000004,239.22006999999996,3295.3806500000005
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_X-Mag,36.582899999999995,364.3269899999999,2047.3999999999999
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_Y-Mag,37.50039999999999,370.62631,3771.1376300000006
PAMAP,PAMAP_Indoor_Subject5_IMU_Shoe_Z-Mag,36.38897,87.12519999999999,3402.1492999999996
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_X-Acc,36.46829999999999,401.1798299999999,3267.7344300000004
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_Y-Acc,35.09482,369.33099000000004,3349.3093500000004
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_Z-Acc,36.45611999999999,92.65021000000002,1770.35357
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_X-Gyro,35.46543,93.15661,1664.4523599999998
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_Y-Gyro,36.061319999999995,370.5567,1753.3096400000006
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_Z-Gyro,35.71748,85.75098999999997,1911.54139
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_X-Mag,35.48712,82.74155000000002,2001.4132300000003
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_Y-Mag,34.075959999999995,79.97073999999999,1730.5610500000003
PAMAP,PAMAP_Indoor_Subject6_IMU_Shoe_Z-Mag,34.17394000000001,362.4374700000001,3289.41111
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_X-Acc,35.353120000000004,467.06271,1569.9034300000003
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_Y-Acc,37.03311,95.01585,1669.88923
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_Z-Acc,37.21032999999999,96.38586000000001,1579.22088
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_X-Gyro,35.96893,96.24369999999999,1479.9294499999999
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_Y-Gyro,35.05239999999999,228.92968,1689.67919
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_Z-Gyro,36.244679999999995,95.23656000000001,1630.7078299999996
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_X-Mag,35.62127,90.71566000000001,1711.21976
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_Y-Mag,33.722260000000006,391.33975,1701.3860300000001
PAMAP,PAMAP_Indoor_Subject7_IMU_Shoe_Z-Mag,36.41845,215.75900000000001,1862.7681699999998
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_X-Acc,39.75713,407.28228000000007,2150.92774
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_Y-Acc,39.02635,402.76593999999994,2113.0813599999997
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_Z-Acc,40.78788999999999,416.88954,2103.6453
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_X-Gyro,39.242650000000005,405.73782,2052.44405
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_Y-Gyro,39.52481,88.49222,2142.76456
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_Z-Gyro,39.10218,417.23764000000006,2087.03448
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_X-Mag,36.348279999999995,167.50716,2163.56872
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_Y-Mag,37.532149999999994,394.21444,3505.2074799999996
PAMAP,PAMAP_Indoor_Subject8_IMU_Shoe_Z-Mag,38.54141000000001,432.48053000000004,3317.7494500000003
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_X-Acc,37.97891999999999,347.15405999999996,1404.2787
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_Y-Acc,36.63285,344.82858999999996,2927.34983
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_Z-Acc,36.759809999999995,352.38377,3022.81372
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_X-Gyro,38.15064999999999,348.84463000000005,2451.44687
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_Y-Gyro,37.53001999999999,340.81222999999994,3114.21263
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_Z-Gyro,36.93121,343.97572,1483.66389
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_X-Mag,36.79760999999999,348.6762,2830.2436599999996
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_Y-Mag,38.75014000000001,339.87797000000006,2704.2252300000005
PAMAP,PAMAP_Outdoor_Subject2_IMU_Shoe_Z-Mag,37.19535,340.47907000000004,1894.1754199999998
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_X-Acc,44.93542,525.39594,3380.2282499999997
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_Y-Acc,45.79002,521.3763,2923.27602
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_Z-Acc,46.41634,129.35583,3409.90729
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_X-Gyro,43.692980000000006,507.28269,2351.522830000001
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_Y-Gyro,46.326229999999995,600.4286599999999,3351.15255
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_Z-Gyro,45.10164,519.88733,3273.6046800000004
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_X-Mag,37.44333000000001,115.7391,3316.7426499999997
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_Y-Mag,43.73903000000001,521.72046,2347.942
PAMAP,PAMAP_Outdoor_Subject3_IMU_Shoe_Z-Mag,41.55811,504.76831000000004,3249.2818099999995
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_X-Acc,23.415270000000003,63.29398,1253.13608
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_Y-Acc,23.065279999999998,247.31534999999997,2271.1712
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_Z-Acc,23.23862,78.14442000000001,2252.0675
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_X-Gyro,22.579880000000003,76.9916,1223.20188
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_Y-Gyro,23.077419999999996,52.5802,1147.49667
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_Z-Gyro,21.625159999999997,82.03889000000001,2160.02564
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_X-Mag,19.010380000000005,244.27593000000002,1768.20716
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_Y-Mag,20.406380000000002,236.80423000000002,2326.21726
PAMAP,PAMAP_Outdoor_Subject4_IMU_Shoe_Z-Mag,19.589,70.08695,2280.5897600000003
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_X-Acc,41.599869999999996,414.37879000000004,3039.33553
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_Y-Acc,36.685460000000006,407.01457,2232.12796
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_Z-Acc,36.6545,118.68126999999997,3050.26102
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_X-Gyro,35.21185,433.4240899999999,2107.03052
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_Y-Gyro,34.710429999999995,508.08127,2907.641599999999
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_Z-Gyro,35.48676,437.6223500000001,2144.702950000001
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_X-Mag,31.489240000000002,437.74055,2777.60912
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_Y-Mag,33.838060000000006,93.62863,2401.16419
PAMAP,PAMAP_Outdoor_Subject5_IMU_Shoe_Z-Mag,29.892730000000004,119.22992,2431.30834
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_X-Acc,41.5212,490.11924999999997,2368.71881
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_Y-Acc,42.03287,483.8216000000001,3167.2017499999997
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_Z-Acc,41.37691000000001,490.12432999999993,2399.08888
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_X-Gyro,39.19768,488.18650999999994,2799.0419099999995
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_Y-Gyro,39.8429,186.65411999999998,2209.4720799999996
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_Z-Gyro,40.6712,118.28208999999998,2263.95546
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_X-Mag,34.96336,476.11231999999995,2269.1240900000003
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_Y-Mag,37.673719999999996,270.7759300000001,2424.2539100000004
PAMAP,PAMAP_Outdoor_Subject6_IMU_Shoe_Z-Mag,34.11137000000001,437.53303,2315.1331800000003
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_X-Acc,7.83971,22.33309,732.31882
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_Y-Acc,8.26487,109.66033999999999,366.36923
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_Z-Acc,8.17736,107.07507999999999,376.59587
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_X-Gyro,7.52304,25.46484,362.62585
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_Y-Gyro,7.6508,23.637099999999997,351.87998
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_Z-Gyro,7.769400000000001,103.57714,364.43316
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_X-Mag,7.55857,100.83028,367.20012
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_Y-Mag,7.68056,99.75299,375.44591
PAMAP,PAMAP_Outdoor_Subject7_IMU_Shoe_Z-Mag,7.319450000000001,98.95294,704.22345
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_X-Acc,39.95367999999999,425.72885,2026.54429
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_Y-Acc,38.818479999999994,107.67961999999997,2001.6351800000002
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_Z-Acc,39.78469,421.0023200000001,2126.7895600000006
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_X-Gyro,39.13340000000001,135.2248,1991.99343
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_Y-Gyro,38.416109999999996,460.34615,1925.34839
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_Z-Gyro,41.723420000000004,110.55446000000002,2012.53455
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_X-Mag,33.8202,416.76454,2036.0421999999999
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_Y-Mag,33.32761000000001,413.8969999999999,2016.58547
PAMAP,PAMAP_Outdoor_Subject8_IMU_Shoe_Z-Mag,33.69604,412.78377,2030.6145499999996
mHealth,mHealth_Subject1_Ankle_X-Acc,6.659560000000001,18.78457,751.50634
mHealth,mHealth_Subject1_Ankle_Y-Acc,5.945140000000001,15.85117,424.62651
mHealth,mHealth_Subject1_Ankle_Z-Acc,5.8855200000000005,15.63925,441.68122
mHealth,mHealth_Subject1_Ankle_X-Gyro,6.45489,71.10238,493.46781
mHealth,mHealth_Subject1_Ankle_Y-Gyro,6.056050000000001,69.04145,764.18182
mHealth,mHealth_Subject1_Ankle_Z-Gyro,6.24192,15.276959999999999,425.45665
mHealth,mHealth_Subject1_Ankle_X-Mag,5.852190000000001,13.576339999999998,772.68841
mHealth,mHealth_Subject1_Ankle_Y-Mag,6.110850000000001,14.22459,764.28619
mHealth,mHealth_Subject1_Ankle_Z-Mag,6.40132,17.88508,406.52594
mHealth,mHealth_Subject2_Ankle_X-Acc,6.834570000000001,23.248920000000002,424.83387
mHealth,mHealth_Subject2_Ankle_Y-Acc,6.400619999999999,19.6926,729.7329200000001
mHealth,mHealth_Subject2_Ankle_Z-Acc,6.66255,17.59529,692.7231899999999
mHealth,mHealth_Subject2_Ankle_X-Gyro,6.876090000000001,15.93495,758.7754500000001
mHealth,mHealth_Subject2_Ankle_Y-Gyro,6.68873,18.318279999999998,437.9228499999999
mHealth,mHealth_Subject2_Ankle_Z-Gyro,6.79886,15.979049999999997,570.87149
mHealth,mHealth_Subject2_Ankle_X-Mag,5.871040000000001,19.785200000000003,712.25499
mHealth,mHealth_Subject2_Ankle_Y-Mag,6.75221,22.879379999999998,742.9946500000001
mHealth,mHealth_Subject2_Ankle_Z-Mag,6.7126600000000005,73.32285,419.42521
mHealth,mHealth_Subject3_Ankle_X-Acc,6.189070000000001,15.854700000000001,437.55188
mHealth,mHealth_Subject3_Ankle_Y-Acc,6.195290000000001,15.85597,742.71258
mHealth,mHealth_Subject3_Ankle_Z-Acc,5.98726,72.322,708.52566
mHealth,mHealth_Subject3_Ankle_X-Gyro,6.152330000000001,70.09670000000001,743.71339
mHealth,mHealth_Subject3_Ankle_Y-Gyro,6.10627,69.74896000000001,431.72617
mHealth,mHealth_Subject3_Ankle_Z-Gyro,6.368250000000001,72.18972,721.3189400000001
mHealth,mHealth_Subject3_Ankle_X-Mag,5.64123,17.53347,437.99749999999995
mHealth,mHealth_Subject3_Ankle_Y-Mag,5.68882,17.72226,742.77503
mHealth,mHealth_Subject3_Ankle_Z-Mag,5.871140000000002,15.481190000000002,731.34896
mHealth,mHealth_Subject4_Ankle_X-Acc,7.06733,43.455479999999994,699.71529
mHealth,mHealth_Subject4_Ankle_Y-Acc,6.0518600000000005,17.52863,675.9403
mHealth,mHealth_Subject4_Ankle_Z-Acc,6.39016,73.28262000000001,688.38608
mHealth,mHealth_Subject4_Ankle_X-Gyro,6.12521,70.0269,435.08807
mHealth,mHealth_Subject4_Ankle_Y-Gyro,6.528460000000002,70.02977999999999,721.96061
mHealth,mHealth_Subject4_Ankle_Z-Gyro,6.19263,14.91537,443.14503
mHealth,mHealth_Subject4_Ankle_X-Mag,5.613220000000001,42.26763,703.3148
mHealth,mHealth_Subject4_Ankle_Y-Mag,6.4679400000000005,22.866210000000002,719.86159
mHealth,mHealth_Subject4_Ankle_Z-Mag,5.949350000000001,73.06866000000001,417.03610000000003
mHealth,mHealth_Subject5_Ankle_X-Acc,5.567970000000001,16.914419999999996,675.3954400000001
mHealth,mHealth_Subject5_Ankle_Y-Acc,5.584810000000001,69.1097,673.4698
mHealth,mHealth_Subject5_Ankle_Z-Acc,5.9550600000000005,15.189029999999999,693.7285199999999
mHealth,mHealth_Subject5_Ankle_X-Gyro,5.6145200000000015,26.86709,712.4559399999999
mHealth,mHealth_Subject5_Ankle_Y-Gyro,5.684170000000001,65.20103,680.5022299999999
mHealth,mHealth_Subject5_Ankle_Z-Gyro,5.5526100000000005,65.16692,716.36563
mHealth,mHealth_Subject5_Ankle_X-Mag,5.234230000000001,13.33334,689.48562
mHealth,mHealth_Subject5_Ankle_Y-Mag,5.35942,66.4779,686.27732
mHealth,mHealth_Subject5_Ankle_Z-Mag,5.0601,16.6778,390.29942
mHealth,mHealth_Subject6_Ankle_X-Acc,4.609350000000001,12.583839999999999,374.34184
mHealth,mHealth_Subject6_Ankle_Y-Acc,4.875050000000001,15.345260000000001,621.5094899999999
mHealth,mHealth_Subject6_Ankle_Z-Acc,4.9523600000000005,13.35977,376.53393
mHealth,mHealth_Subject6_Ankle_X-Gyro,4.9657100000000005,60.87891,630.8014599999999
mHealth,mHealth_Subject6_Ankle_Y-Gyro,5.01408,60.81763000000001,637.9839400000001
mHealth,mHealth_Subject6_Ankle_Z-Gyro,4.55015,12.459399999999999,381.28854
mHealth,mHealth_Subject6_Ankle_X-Mag,4.443760000000001,12.16359,372.97644
mHealth,mHealth_Subject6_Ankle_Y-Mag,4.71081,57.77763,377.01301
mHealth,mHealth_Subject6_Ankle_Z-Mag,4.204490000000001,15.899149999999999,392.50224
mHealth,mHealth_Subject7_Ankle_X-Acc,5.182830000000001,66.17527,399.21697
mHealth,mHealth_Subject7_Ankle_Y-Acc,5.358020000000001,19.66377,388.4179
mHealth,mHealth_Subject7_Ankle_Z-Acc,5.228820000000001,17.839170000000003,388.17800000000005
mHealth,mHealth_Subject7_Ankle_X-Gyro,5.53236,15.558670000000001,390.55658
