dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[75, 132, 200, 261, 332, 388, 460, 515, 588, 643, 711, 773, 844, 902, 969, 1027, 1100, 1157, 1226, 1286, 1337, 1388, 1439, 1508, 1562, 1613, 1674, 1725, 1776, 1827, 1886, 1945, 1996, 2059, 2110, 2161, 2212, 2273, 2329, 2380, 2454, 2505, 2556, 2607, 2658, 2715, 2766, 2817, 2868, 2919, 2970, 3021, 3072, 3123, 3174, 3225, 3276, 3327, 3378, 3429, 3480, 3531, 3582, 3633, 3685, 3736, 3787, 3838, 3899, 3968, 4023, 4074, 4125, 4176, 4227, 4278, 4329, 4380, 4433, 4484, 4535, 4586, 4647, 4698, 4749, 4800, 4851, 4942, 4995, 5046, 5097, 5148, 5199, 5250, 5301, 5352, 5410, 5474, 5525, 5576, 5627, 5678, 5729, 5780, 5831, 5882, 5933, 5984, 6035, 6086, 6137, 6188, 6240, 6291, 6342]","[124, 181, 249, 310, 381, 437, 509, 564, 637, 692, 760, 822, 893, 951, 1018, 1076, 1149, 1206, 1275, 1335, 1386, 1437, 1488, 1557, 1611, 1662, 1723, 1774, 1825, 1876, 1935, 1994, 2045, 2108, 2159, 2210, 2261, 2322, 2378, 2429, 2503, 2554, 2605, 2656, 2707, 2764, 2815, 2866, 2917, 2968, 3019, 3070, 3121, 3172, 3223, 3274, 3325, 3376, 3427, 3478, 3529, 3580, 3631, 3682, 3734, 3785, 3836, 3887, 3948, 4017, 4072, 4123, 4174, 4225, 4276, 4327, 4378, 4429, 4482, 4533, 4584, 4635, 4696, 4747, 4798, 4849, 4900, 4991, 5044, 5095, 5146, 5197, 5248, 5299, 5350, 5401, 5459, 5523, 5574, 5625, 5676, 5727, 5778, 5829, 5880, 5931, 5982, 6033, 6084, 6135, 6186, 6237, 6289, 6340, 6391]",0.083,0.056
TiltECG,[25000],"[24085, 25998, 26999, 32821, 33907]","[25084, 26997, 27998, 33820, 34906]",0.25,0.754
ToeSegmentation1,[1385],"[80, 155, 206, 328, 379, 449, 521, 581, 632, 684, 890, 1158, 1209, 1346, 1397, 1461, 1512, 1590, 1641, 1702, 1753, 1885, 1943, 2130, 2181, 2242, 2309, 2391, 2578]","[129, 204, 255, 377, 428, 498, 570, 630, 681, 733, 939, 1207, 1258, 1395, 1446, 1510, 1561, 1639, 1690, 1751, 1802, 1934, 1992, 2179, 2230, 2291, 2358, 2440, 2627]",0.125,0.166
ToeSegmentation2,[1543],"[51, 102, 153, 233, 285, 373, 436, 488, 539, 619, 670, 777, 828, 879, 934, 1001, 1052, 1103, 1154, 1217, 1268, 1420, 1471, 1524, 1575, 1639, 1724, 1775, 1826, 1905, 1956, 2007, 2058, 2109, 2169, 2240, 2291, 2342, 2393, 2451, 2518, 2569, 2620, 2671, 2722, 2773, 2824, 2875, 2934, 2999]","[100, 151, 202, 282, 334, 422, 485, 537, 588, 668, 719, 826, 877, 928, 983, 1050, 1101, 1152, 1203, 1266, 1317, 1469, 1520, 1573, 1624, 1688, 1773, 1824, 1875, 1954, 2005, 2056, 2107, 2158, 2218, 2289, 2340, 2391, 2442, 2500, 2567, 2618, 2669, 2720, 2771, 2822, 2873, 2924, 2983, 3048]",0.075,0.077
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]","[94, 1678, 2304]","[143, 1727, 2353]",0.286,0.662
Yoga,[7295],"[704, 768, 1247, 1299, 1411, 1462, 1633, 1684, 2115, 2166, 2217, 2268, 2319, 2680, 2796, 3126, 3177, 3232, 3283, 3334, 3385, 3929, 4123, 4174, 4225, 4334, 4385, 4807, 4883, 5302, 5617, 5785, 5836, 5931, 6358, 7067, 7118, 7169, 7323, 7374, 7425, 7488, 7539, 7595, 7758, 7809, 7860, 8073, 8292, 8652, 8715, 8766, 9515, 9567, 9930, 9982, 10036, 10087, 10297, 10363, 10474, 10525, 10578, 10951, 11315, 11586, 11693, 12164, 12420, 12473, 13506, 13558, 13773, 13970, 14446, 14498, 14999, 15250, 15303, 15360, 15413, 15847, 15900]","[753, 817, 1296, 1348, 1460, 1511, 1682, 1733, 2164, 2215, 2266, 2317, 2368, 2729, 2845, 3175, 3226, 3281, 3332, 3383, 3434, 3978, 4172, 4223, 4274, 4383, 4434, 4856, 4932, 5351, 5666, 5834, 5885, 5980, 6407, 7116, 7167, 7218, 7372, 7423, 7474, 7537, 7588, 7644, 7807, 7858, 7909, 8122, 8341, 8701, 8764, 8815, 9564, 9616, 9979, 10031, 10085, 10136, 10346, 10412, 10523, 10574, 10627, 11000, 11364, 11635, 11742, 12213, 12469, 12522, 13555, 13607, 13822, 14019, 14495, 14547, 15048, 15299, 15352, 15409, 15462, 15896, 15949]",0.047,0.109
