dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
NogunGun,[3000],"[750, 1501, 2252, 3003, 3754, 4505, 5256, 6007]","[1499, 2250, 3001, 3752, 4503, 5254, 6005, 6756]",0.364,0.288
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[522, 1445, 2288, 2339, 2460, 2541, 2627, 2678, 3145, 3270, 3321, 3393, 3782, 3851, 3926, 4071, 4129, 4180, 4255, 4306, 4443, 4498, 4558, 4692, 4743, 4801, 4947, 5081, 5143, 5225, 5285, 5357, 5418, 5481, 5542, 5608, 5667, 5739, 5797, 5865, 5925, 5997, 6055, 6122, 6183, 6249, 6309]","[571, 1494, 2337, 2388, 2509, 2590, 2676, 2727, 3194, 3319, 3370, 3442, 3831, 3900, 3975, 4120, 4178, 4229, 4304, 4355, 4492, 4547, 4607, 4741, 4792, 4850, 4996, 5130, 5192, 5274, 5334, 5406, 5467, 5530, 5591, 5657, 5716, 5788, 5846, 5914, 5974, 6046, 6104, 6171, 6232, 6298, 6358]",0.151,0.347
TiltECG,[25000],"[1000, 2001, 3002, 4003, 5004, 6005, 7006, 8007, 9008, 10009, 11010, 12011, 13012, 14013, 15014, 16015, 17016, 18018, 19019, 20021, 21022, 22023, 23024, 24025, 25026, 26027, 27028, 28029, 29030, 30031, 31032, 32033, 33034, 34035, 35036, 36037, 37038, 38039]","[1999, 3000, 4001, 5002, 6003, 7004, 8005, 9006, 10007, 11008, 12009, 13010, 14011, 15012, 16013, 17014, 18015, 19017, 20018, 21020, 22021, 23022, 24023, 25024, 26025, 27026, 28027, 29028, 30029, 31030, 32031, 33032, 34033, 35034, 36035, 37036, 38037, 39038]",0.098,0.074
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1003, 1054, 1528, 1584, 1747, 2544, 2603, 2888]","[1052, 1103, 1577, 1633, 1796, 2593, 2652, 2937]",0.364,0.583
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
